Dog_2_test_segment_0991.mat,Dog,Dog_2,test,test,991,600,5000,24,5
Dog_2_test_segment_0992.mat,Dog,Dog_2,test,test,992,600,5000,24,5
Dog_1_interictal_segment_0003.mat,Dog,Dog_1,interictal,interictal,3,600,5000,24,6
Dog_1_interictal_segment_0004.mat,Dog,Dog_1,interictal,interictal,4,600,5000,24,6
Dog_1_interictal_segment_0005.mat,Dog,Dog_1,interictal,interictal,5,600,5000,24,5
Dog_1_interictal_segment_0006.mat,Dog,Dog_1,interictal,interictal,6,600,5000,24,5
Dog_1_interictal_segment_0007.mat,Dog,Dog_1,interictal,interictal,7,600,5000,24,5
Dog_1_interictal_segment_0008.mat,Dog,Dog_1,interictal,interictal,8,600,5000,24,5
Dog_1_interictal_segment_0013.mat,Dog,Dog_1,interictal,interictal,13,600,5000,24,1
Dog_1_interictal_segment_0010.mat,Dog,Dog_1,interictal,interictal,10,600,5000,24,1
Dog_1_interictal_segment_0011.mat,Dog,Dog_1,interictal,interictal,11,600,5000,24,6
Dog_1_interictal_segment_0012.mat,Dog,Dog_1,interictal,interictal,12,600,5000,24,6
Dog_1_interictal_segment_0013.mat,Dog,Dog_1,interictal,interictal,13,600,5000,24,1
Dog_1_interictal_segment_0014.mat,Dog,Dog_1,interictal,interictal,14,600,5000,24,1
Dog_1_interictal_segment_0036.mat,Dog,Dog_1,interictal,interictal,36,600,5000,24,1
Dog_1_interictal_segment_0053.mat,Dog,Dog_1,interictal,interictal,53,600,5000,24,1
Dog_1_interictal_segment_0017.mat,Dog,Dog_1,interictal,interictal,17,600,5000,24,5
Dog_1_interictal_segment_0018.mat,Dog,Dog_1,interictal,interictal,18,600,5000,24,5
Dog_1_interictal_segment_0017.mat,Dog,Dog_1,interictal,interictal,17,600,5000,24,5
Dog_1_interictal_segment_0018.mat,Dog,Dog_1,interictal,interictal,18,600,5000,24,5
Dog_1_interictal_segment_0021.mat,Dog,Dog_1,interictal,interictal,21,600,5000,24,6
Dog_1_interictal_segment_0022.mat,Dog,Dog_1,interictal,interictal,22,600,5000,24,6
Dog_1_interictal_segment_0023.mat,Dog,Dog_1,interictal,interictal,23,600,5000,24,6
Dog_1_interictal_segment_0043.mat,Dog,Dog_1,interictal,interictal,43,600,5000,24,6
Dog_1_interictal_segment_0025.mat,Dog,Dog_1,interictal,interictal,25,600,5000,24,5
Dog_1_interictal_segment_0026.mat,Dog,Dog_1,interictal,interictal,26,600,5000,24,5
Dog_1_interictal_segment_0027.mat,Dog,Dog_1,interictal,interictal,27,600,5000,24,6
Dog_1_interictal_segment_0028.mat,Dog,Dog_1,interictal,interictal,28,600,5000,24,6
Dog_1_interictal_segment_0033.mat,Dog,Dog_1,interictal,interictal,33,600,5000,24,5
Dog_1_interictal_segment_0034.mat,Dog,Dog_1,interictal,interictal,34,600,5000,24,5
Dog_1_interictal_segment_0045.mat,Dog,Dog_1,interictal,interictal,45,600,5000,24,5
Dog_1_interictal_segment_0046.mat,Dog,Dog_1,interictal,interictal,46,600,5000,24,5
Dog_1_interictal_segment_0033.mat,Dog,Dog_1,interictal,interictal,33,600,5000,24,5
Dog_1_interictal_segment_0034.mat,Dog,Dog_1,interictal,interictal,34,600,5000,24,5
Dog_1_interictal_segment_0035.mat,Dog,Dog_1,interictal,interictal,35,600,5000,24,1
Dog_1_interictal_segment_0036.mat,Dog,Dog_1,interictal,interictal,36,600,5000,24,1
Dog_1_interictal_segment_0037.mat,Dog,Dog_1,interictal,interictal,37,600,5000,24,5
Dog_1_interictal_segment_0038.mat,Dog,Dog_1,interictal,interictal,38,600,5000,24,5
Dog_1_interictal_segment_0039.mat,Dog,Dog_1,interictal,interictal,39,600,5000,24,5
Dog_1_interictal_segment_0040.mat,Dog,Dog_1,interictal,interictal,40,600,5000,24,5
Dog_1_interictal_segment_0041.mat,Dog,Dog_1,interictal,interictal,41,600,5000,24,5
Dog_1_interictal_segment_0042.mat,Dog,Dog_1,interictal,interictal,42,600,5000,24,5
Dog_1_interictal_segment_0043.mat,Dog,Dog_1,interictal,interictal,43,600,5000,24,6
Dog_1_interictal_segment_0044.mat,Dog,Dog_1,interictal,interictal,44,600,5000,24,6
Dog_1_interictal_segment_0045.mat,Dog,Dog_1,interictal,interictal,45,600,5000,24,5
Dog_1_interictal_segment_0046.mat,Dog,Dog_1,interictal,interictal,46,600,5000,24,5
Dog_1_interictal_segment_0047.mat,Dog,Dog_1,interictal,interictal,47,600,5000,24,5
Dog_1_interictal_segment_0048.mat,Dog,Dog_1,interictal,interictal,48,600,5000,24,5
Dog_1_interictal_segment_0044.mat,Dog,Dog_1,interictal,interictal,44,600,5000,24,6
Dog_1_interictal_segment_0057.mat,Dog,Dog_1,interictal,interictal,57,600,5000,24,6
Dog_1_interictal_segment_0051.mat,Dog,Dog_1,interictal,interictal,51,600,5000,24,5
Dog_1_interictal_segment_0052.mat,Dog,Dog_1,interictal,interictal,52,600,5000,24,5
Dog_1_interictal_segment_0053.mat,Dog,Dog_1,interictal,interictal,53,600,5000,24,1
Dog_1_interictal_segment_0054.mat,Dog,Dog_1,interictal,interictal,54,600,5000,24,1
Dog_1_interictal_segment_0055.mat,Dog,Dog_1,interictal,interictal,55,600,5000,24,1
Dog_1_interictal_segment_0056.mat,Dog,Dog_1,interictal,interictal,56,600,5000,24,1
Dog_1_interictal_segment_0057.mat,Dog,Dog_1,interictal,interictal,57,600,5000,24,6
Dog_1_interictal_segment_0058.mat,Dog,Dog_1,interictal,interictal,58,600,5000,24,6
Dog_1_interictal_segment_0047.mat,Dog,Dog_1,interictal,interictal,47,600,5000,24,5
Dog_1_interictal_segment_0048.mat,Dog,Dog_1,interictal,interictal,48,600,5000,24,5
Dog_1_interictal_segment_0058.mat,Dog,Dog_1,interictal,interictal,58,600,5000,24,6
Dog_1_interictal_segment_0062.mat,Dog,Dog_1,interictal,interictal,62,600,5000,24,6
Dog_1_interictal_segment_0063.mat,Dog,Dog_1,interictal,interictal,63,600,5000,24,6
